variant_id,product_id,mrp,discount_percent,current_price,color,size,img_url,est_delivery_time,created_at,updated_at
4910,176,1369.95,50,684.98,Green,M,,6 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4911,176,883.83,20,707.06,Green,L,,6 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4912,176,2116.43,10,1904.79,Green,XL,,3 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4913,176,1991.94,10,1792.75,Red,S,,5 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4914,176,1850.66,10,1665.59,Red,M,,3 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4915,176,2165.4,20,1732.32,Red,L,,5 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4916,176,864.66,40,518.8,Red,XL,,1 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4917,176,2066.16,30,1446.31,White,S,,7 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4918,176,1468.65,30,1028.06,White,M,,7 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4919,176,1022.76,20,818.21,White,L,,1 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4920,176,1211.31,30,847.92,White,XL,,2 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4921,176,2130.92,50,1065.46,Blue,S,,5 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4922,176,1019.45,30,713.62,Blue,M,,7 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4923,176,2240.28,50,1120.14,Blue,L,,2 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4924,176,1139.33,50,569.66,Blue,XL,,2 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4925,176,959.49,10,863.54,Brown,S,,3 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4926,176,1260.4,40,756.24,Brown,M,,7 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4927,176,1136.24,50,568.12,Brown,L,,2 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4928,176,1100.14,50,550.07,Brown,XL,,1 days,2025-05-23 07:26:50+0530,2025-05-23 07:26:50+0530
4929,177,759.58,50,379.79,Black,S,,6 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4930,177,1053.43,50,526.72,Black,M,,5 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4931,177,2228.03,20,1782.42,Black,L,,3 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4932,177,1629.61,50,814.8,Black,XL,,5 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4933,177,1642.69,30,1149.88,Grey,S,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4934,177,1497.16,40,898.3,Grey,M,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4935,177,2245.98,30,1572.19,Grey,L,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4936,177,818.07,10,736.26,Grey,XL,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4937,177,1486.12,20,1188.9,Green,S,,5 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4938,177,951.87,20,761.5,Green,M,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4939,177,1979.17,20,1583.34,Green,L,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4940,177,1988.64,10,1789.78,Green,XL,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4941,177,892.15,10,802.93,Red,S,,6 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4942,177,1524.99,10,1372.49,Red,M,,2 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4943,177,2348.75,50,1174.38,Red,L,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4944,177,1765.01,20,1412.01,Red,XL,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4945,177,2276.03,40,1365.62,White,S,,3 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4946,177,2411.08,10,2169.97,White,M,,1 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4947,177,1792.43,20,1433.94,White,L,,5 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4948,177,1750.01,20,1400.01,White,XL,,1 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4949,177,1135.54,10,1021.99,Blue,S,,6 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4950,177,2462.93,40,1477.76,Blue,M,,6 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4951,177,2361.66,50,1180.83,Blue,L,,3 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4952,177,1037.77,40,622.66,Blue,XL,,2 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4953,177,1021.04,10,918.94,Brown,S,,3 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4954,177,1645.18,30,1151.63,Brown,M,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4955,177,1059.52,50,529.76,Brown,L,,7 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4956,177,1528.34,30,1069.84,Brown,XL,,4 days,2025-06-04 13:34:05+0530,2025-06-04 13:34:05+0530
4957,178,1678.22,20,1342.58,Black,S,,3 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4958,178,1244.55,20,995.64,Black,M,,2 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4959,178,1756.26,10,1580.63,Black,L,,5 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4960,178,877.88,20,702.3,Black,XL,,4 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4961,178,1825.34,30,1277.74,Grey,S,,1 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4962,178,1054.71,20,843.77,Grey,M,,7 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4963,178,734.56,10,661.1,Grey,L,,2 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4964,178,2201.71,10,1981.54,Grey,XL,,2 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4965,178,2345.81,50,1172.9,Green,S,,6 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4966,178,1003.27,30,702.29,Green,M,,3 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4967,178,1486.55,10,1337.89,Green,L,,1 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4968,178,1885.48,20,1508.38,Green,XL,,5 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4969,178,1239.99,20,991.99,Red,S,,1 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4970,178,2462.79,20,1970.23,Red,M,,2 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4971,178,2320.44,50,1160.22,Red,L,,4 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4972,178,913.74,20,730.99,Red,XL,,1 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4973,178,2142.7,20,1714.16,White,S,,5 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4974,178,744.43,10,669.99,White,M,,1 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4975,178,1021.58,20,817.26,White,L,,7 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4976,178,2301.88,10,2071.69,White,XL,,7 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4977,178,1898.9,40,1139.34,Blue,S,,2 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4978,178,2347.21,10,2112.49,Blue,M,,4 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4979,178,2486.34,40,1491.8,Blue,L,,1 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4980,178,1802.79,40,1081.67,Blue,XL,,7 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4981,178,780.65,40,468.39,Brown,S,,1 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4982,178,2153.47,40,1292.08,Brown,M,,1 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4983,178,1396.26,30,977.38,Brown,L,,2 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4984,178,1149.02,50,574.51,Brown,XL,,4 days,2025-05-31 08:21:20+0530,2025-05-31 08:21:20+0530
4985,179,1659.56,30,1161.69,Black,S,,7 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4986,179,1324.78,10,1192.3,Black,M,,5 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4987,179,724.83,30,507.38,Black,L,,7 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4988,179,1664.85,20,1331.88,Black,XL,,1 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4989,179,1829.48,40,1097.69,Grey,S,,2 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4990,179,1714,40,1028.4,Grey,M,,7 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4991,179,2155.69,40,1293.41,Grey,L,,4 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4992,179,1846.16,20,1476.93,Grey,XL,,4 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4993,179,1851.96,10,1666.76,Green,S,,2 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4994,179,1535.33,30,1074.73,Green,M,,2 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4995,179,2363.24,50,1181.62,Green,L,,6 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4996,179,2002.24,30,1401.57,Green,XL,,4 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4997,179,1607.58,30,1125.31,Red,S,,6 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4998,179,902.69,10,812.42,Red,M,,2 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
4999,179,2179.23,40,1307.54,Red,L,,3 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5000,179,1606.33,10,1445.7,Red,XL,,3 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5001,179,1123.67,40,674.2,White,S,,3 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5002,179,1216.5,20,973.2,White,M,,3 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5003,179,1944.07,10,1749.66,White,L,,6 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5004,179,1807.97,30,1265.58,White,XL,,6 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5005,179,1019.64,50,509.82,Blue,S,,1 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5006,179,1426.68,20,1141.34,Blue,M,,1 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5007,179,2232.73,40,1339.64,Blue,L,,1 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5008,179,2335.71,50,1167.86,Blue,XL,,3 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5009,179,938.51,30,656.96,Brown,S,,2 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5010,179,1751.51,40,1050.91,Brown,M,,7 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5011,179,1091.9,40,655.14,Brown,L,,4 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5012,179,2186.07,50,1093.04,Brown,XL,,5 days,2025-06-07 15:41:34+0530,2025-06-07 15:41:34+0530
5013,180,796.22,10,716.6,Black,S,,3 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5014,180,1893.19,20,1514.55,Black,M,,1 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5015,180,1098.75,20,879,Black,L,,3 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5016,180,1054.72,10,949.25,Black,XL,,7 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5017,180,1773.77,40,1064.26,Grey,S,,7 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5018,180,1178.24,10,1060.42,Grey,M,,2 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5019,180,1182.11,50,591.05,Grey,L,,6 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5020,180,1379.22,10,1241.3,Grey,XL,,5 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5021,180,2454.44,20,1963.55,Green,S,,4 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5022,180,2335.15,40,1401.09,Green,M,,5 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5023,180,810.61,20,648.49,Green,L,,4 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5024,180,1925.91,30,1348.14,Green,XL,,6 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5025,180,1531.77,30,1072.24,Red,S,,3 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5026,180,2054.45,30,1438.11,Red,M,,4 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5027,180,1076.89,30,753.82,Red,L,,1 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5028,180,704.35,40,422.61,Red,XL,,5 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5029,180,1605.43,40,963.26,White,S,,2 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5030,180,1366.44,30,956.51,White,M,,1 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5031,180,1924.54,30,1347.18,White,L,,7 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5032,180,1310.84,20,1048.67,White,XL,,6 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5033,180,861.69,10,775.52,Blue,S,,7 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5034,180,1702.39,40,1021.43,Blue,M,,3 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5035,180,2359.06,50,1179.53,Blue,L,,4 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5036,180,1550.9,30,1085.63,Blue,XL,,7 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5037,180,1590.36,10,1431.32,Brown,S,,4 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5038,180,724.78,30,507.35,Brown,M,,7 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5039,180,1528.27,50,764.13,Brown,L,,1 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5040,180,883.28,20,706.62,Brown,XL,,3 days,2025-06-04 19:18:00+0530,2025-06-04 19:18:00+0530
5041,181,1326.54,40,795.92,Black,S,,2 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5042,181,2510.13,50,1255.07,Black,M,,6 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5043,181,1717.25,40,1030.35,Black,L,,6 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5044,181,1214.7,50,607.35,Black,XL,,6 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5045,181,1120.68,50,560.34,Grey,S,,2 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5046,181,1113.02,20,890.42,Grey,M,,6 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5047,181,2152.4,50,1076.2,Grey,L,,3 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5048,181,2858.47,30,2000.93,Grey,XL,,3 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5049,181,1784.16,20,1427.33,Green,S,,6 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5050,181,1337.71,20,1070.17,Green,M,,5 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5051,181,1728.01,10,1555.21,Green,L,,3 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5052,181,2352.34,50,1176.17,Green,XL,,7 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5053,181,1817.15,50,908.58,Red,S,,6 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5054,181,2802.42,50,1401.21,Red,M,,5 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5055,181,1304.86,50,652.43,Red,L,,1 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5056,181,2086.02,30,1460.21,Red,XL,,2 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5057,181,1149.73,10,1034.76,White,S,,2 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5058,181,1620.39,50,810.2,White,M,,1 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5059,181,1827.45,30,1279.22,White,L,,3 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5060,181,2156.61,30,1509.63,White,XL,,3 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5061,181,2965.55,30,2075.89,Blue,S,,7 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5062,181,2763.47,30,1934.43,Blue,M,,7 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5063,181,1823.38,30,1276.37,Blue,L,,7 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5064,181,1369.03,20,1095.22,Blue,XL,,1 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5065,181,2744.84,20,2195.87,Brown,S,,2 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5066,181,2397.39,40,1438.43,Brown,M,,2 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5067,181,1558.6,40,935.16,Brown,L,,3 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5068,181,1898.19,50,949.1,Brown,XL,,7 days,2025-05-22 04:33:48+0530,2025-05-22 04:33:48+0530
5069,182,1757.34,20,1405.87,Black,S,,7 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5070,182,2531.48,40,1518.89,Black,M,,1 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5071,182,2123.01,30,1486.11,Black,L,,7 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5072,182,1705.17,10,1534.65,Black,XL,,4 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5073,182,1460.76,10,1314.68,Grey,S,,6 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5074,182,2576.82,10,2319.14,Grey,M,,7 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5075,182,1110.53,20,888.42,Grey,L,,7 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5076,182,1579.72,30,1105.8,Grey,XL,,3 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5077,182,2122.39,20,1697.91,Green,S,,7 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5078,182,2937.56,20,2350.05,Green,M,,2 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5079,182,2703.76,10,2433.38,Green,L,,3 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5080,182,1648.49,40,989.09,Green,XL,,7 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5081,182,2657.72,40,1594.63,Red,S,,3 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5082,182,2705.84,20,2164.67,Red,M,,5 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5083,182,1091.54,30,764.08,Red,L,,2 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5084,182,1433.76,40,860.26,Red,XL,,7 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5085,182,2665.8,30,1866.06,White,S,,6 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5086,182,1404.05,20,1123.24,White,M,,5 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5087,182,1933.63,10,1740.27,White,L,,4 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5088,182,2070.64,10,1863.58,White,XL,,6 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5089,182,1348.13,40,808.88,Blue,S,,5 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5090,182,2687.48,50,1343.74,Blue,M,,6 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5091,182,1648.18,40,988.91,Blue,L,,5 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5092,182,2673.65,40,1604.19,Blue,XL,,2 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5093,182,1146.28,20,917.02,Brown,S,,6 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5094,182,2975.65,40,1785.39,Brown,M,,7 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5095,182,2277.45,10,2049.7,Brown,L,,4 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5096,182,2082.9,20,1666.32,Brown,XL,,4 days,2025-06-16 01:38:23+0530,2025-06-16 01:38:23+0530
5097,183,1610.51,10,1449.46,Black,S,,7 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5098,183,2025.36,40,1215.22,Black,M,,7 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5099,183,1985.91,50,992.96,Black,L,,7 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5100,183,1036.87,40,622.12,Black,XL,,2 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5101,183,1155.32,10,1039.79,Grey,S,,6 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5102,183,2453.36,50,1226.68,Grey,M,,1 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5103,183,1413.54,30,989.48,Grey,L,,2 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5104,183,2115.48,20,1692.38,Grey,XL,,2 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5105,183,1322.94,30,926.06,Green,S,,6 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5106,183,1127.37,20,901.9,Green,M,,3 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5107,183,2257,10,2031.3,Green,L,,5 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5108,183,1107.98,40,664.79,Green,XL,,6 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5109,183,1365.62,30,955.93,Red,S,,6 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5110,183,2349.34,30,1644.54,Red,M,,7 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5111,183,1288.03,30,901.62,Red,L,,1 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5112,183,1240.78,40,744.47,Red,XL,,7 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5113,183,2850.14,50,1425.07,White,S,,6 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5114,183,2920.43,20,2336.34,White,M,,7 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5115,183,1454.74,20,1163.79,White,L,,3 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5116,183,1097.38,40,658.43,White,XL,,6 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5117,183,1867.71,40,1120.63,Blue,S,,1 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5118,183,2857.51,30,2000.26,Blue,M,,3 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5119,183,2611.04,20,2088.83,Blue,L,,4 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5120,183,2952.99,20,2362.39,Blue,XL,,1 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5121,183,2400.62,50,1200.31,Brown,S,,4 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5122,183,1826.18,30,1278.33,Brown,M,,3 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5123,183,2872.17,50,1436.09,Brown,L,,5 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5124,183,2798.68,50,1399.34,Brown,XL,,5 days,2025-06-22 07:02:09+0530,2025-06-22 07:02:09+0530
5125,184,2631.93,30,1842.35,Black,S,,4 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5126,184,2892.55,40,1735.53,Black,M,,4 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5127,184,2846.68,20,2277.34,Black,L,,5 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5128,184,2020.21,30,1414.15,Black,XL,,2 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5129,184,2435.49,20,1948.39,Grey,S,,3 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5130,184,2816.55,50,1408.28,Grey,M,,3 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5131,184,2094.66,40,1256.8,Grey,L,,1 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5132,184,2124.98,40,1274.99,Grey,XL,,4 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5133,184,2386.14,50,1193.07,Green,S,,3 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5134,184,2409.53,10,2168.58,Green,M,,6 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5135,184,1523.19,10,1370.87,Green,L,,1 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5136,184,1892.73,40,1135.64,Green,XL,,3 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5137,184,2430.08,40,1458.05,Red,S,,2 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5138,184,2742.83,30,1919.98,Red,M,,7 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5139,184,2139.87,50,1069.93,Red,L,,1 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5140,184,2102.98,50,1051.49,Red,XL,,3 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5141,184,2894.89,50,1447.44,White,S,,4 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5142,184,1407.45,50,703.73,White,M,,7 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5143,184,1906.1,40,1143.66,White,L,,6 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5144,184,2179.13,10,1961.22,White,XL,,7 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
5145,184,1120.24,10,1008.22,Blue,S,,2 days,2025-06-09 02:17:57+0530,2025-06-09 02:17:57+0530
